current_occupant,business_name,tradestyle_name,duns,subject_address_full,website,phone,naics_code,naics_description,sic_code,sic_description,employees_at_location,year_started,type_of_location,company_address_line_1,company_address_city,company_address_state,company_address_postal_code,subject_address_line_1,subject_address_city,subject_address_state,subject_address_postal_code,reonomy_property_id,apn,longitude,latitude
"Vivi, LLC","Vivi, LLC",,076553991,"1615 GEORGESVILLE RD, COLUMBUS, OH 43228",www.vivi.io,7408333329,541511,Custom Computer Programming Services,73710300,Computer software development and applications,2,2017,Single Location,1615 Georgesville Rd,Columbus,OH,43228,1615 Georgesville Rd,Columbus,OH,43228,5a45375b-6776-5e35-a1b9-feea75eb261d,570-202570,-83.135748,39.919306
"Vintage Wine Distributor, Inc.","Vintage Wine Distributor, Inc.",,188721369,"2249 WESTBROOKE DR, COLUMBUS, OH 43228",www.vintwine.com,6148762580,424820,Wine and Distilled Alcoholic Beverage Merchant Wholesalers,51820100,Wine,20,,Branch,2277 Westbrooke Dr,Columbus,OH,43228,2249 Westbrooke Dr,Columbus,OH,43228,61b79bce-37af-5511-ab8c-b129e2862730,560-211480,-83.112106,40.000423
"Indus Trade & Technology, LLC","Indus Trade & Technology, LLC",Stone Mart,116944528,"2249 WESTBROOKE DR, COLUMBUS, OH 43228",,6145270257,423320,"Brick, Stone, and Related Construction Material Merchant Wholesalers",50320401,Granite building stone,2,,Branch,2257 Westbrooke Dr,Columbus,OH,43228,2249 Westbrooke Dr,Columbus,OH,43228,61b79bce-37af-5511-ab8c-b129e2862730,560-211480,-83.111668,39.999913
Genflex Roofing Systems,Genflex Roofing Systems,,112068216,"426 MCCORMICK BLVD, COLUMBUS, OH 43213",www.genflex.com,6145523030,238160,Roofing Contractors,17610103,Roofing contractor,1,2018,Single Location,428 Mccormick Blvd,Columbus,OH,43213,426 Mccormick Blvd,Columbus,OH,43213,9df9e4ed-9eea-591d-8c35-7267289e69a6,010-188848,-82.824969,39.991243
Daniel Logistics Inc,Daniel Logistics Inc,,124325569,"426 MCCORMICK BLVD, COLUMBUS, OH 43213",,6143679442,493110,General Warehousing and Storage,42259901,General warehousing,68,2002,Single Location,426 Mccormick Blvd,Columbus,OH,43213,426 Mccormick Blvd,Columbus,OH,43213,9df9e4ed-9eea-591d-8c35-7267289e69a6,010-188848,-82.824799,39.991194
Hanes Geo Components,Hanes Geo Components,,033966455,"426 MCCORMICK BLVD, COLUMBUS, OH 43213",www.hanesgeo.com,7247483045,423990,Other Miscellaneous Durable Goods Merchant Wholesalers,50990000,"Durable goods, nec",1,2006,Single Location,426 Mccormick Blvd,Columbus,OH,43213,426 Mccormick Blvd,Columbus,OH,43213,9df9e4ed-9eea-591d-8c35-7267289e69a6,010-188848,-82.824799,39.991194
Pactiv LLC,Pactiv LLC,,607449209,"1993 DIVIDEND DR, COLUMBUS, OH 43228",www.pactiv.com,6147774019,424990,Other Miscellaneous Nondurable Goods Merchant Wholesalers,51999918,Packaging materials,180,,Branch,1999 Dividend Dr,Columbus,OH,43228,1993 Dividend Dr,Columbus,OH,43228,99730656-bdb9-580d-962b-29c078f19097,560-127289,-83.121138,39.995162
Stor-All Winchester Road Inc,Stor-All Winchester Road Inc,Stor All Westerville,014315043,"6800 OAK CREEK DR, COLUMBUS, OH 43229",,6148909000,531130,Lessors of Miniwarehouses and Self-Storage Units,42259903,"Warehousing, self storage",2,,Branch,6800 Oak Creek Dr,Columbus,OH,43229,6800 Oak Creek Dr,Columbus,OH,43229,a1b92222-9d53-5553-aec5-4a41c6951494,010-118394,-82.954007,40.108019
Hersh Packing & Rubber Company,Hersh Packing & Rubber Company,Parker Store Hersh Packing,961395795,"3885 GATEWAY BLVD, COLUMBUS, OH 43228",www.hershpacking.com,6142744673,423840,Industrial Supplies Merchant Wholesalers,50851001,Gaskets,1,,Branch,1921 Wilson Rd,Columbus,OH,43228,3885 Gateway Blvd,Columbus,OH,43228,38fa47b0-a4ce-508d-a290-7de727384738,560-194065,-83.111911,39.992863
Parker-Hannifin Corporation,Parker-Hannifin Corporation,Tube Fittings Division,027404540,"3885 GATEWAY BLVD, COLUMBUS, OH 43228",www.parker.com,6142797070,332919,Other Metal Valve and Pipe Fitting Manufacturing,34940100,Pipe fittings,120,,Branch,3885 Gateway Blvd,Columbus,OH,43228,3885 Gateway Blvd,Columbus,OH,43228,38fa47b0-a4ce-508d-a290-7de727384738,560-194065,-83.113195,39.993137
"Konkus Marble & Granite, Inc.","Konkus Marble & Granite, Inc.",Konkus Marble & Granite,057573060,"3737 ZANE TRACE DR, COLUMBUS, OH 43228",www.konkusmarbleandgranite.com,6148764000,238350,Finish Carpentry Contractors,17990603,Counter top installation,140,1997,Single Location,3737 Zane Trace Dr,Columbus,OH,43228,3737 Zane Trace Dr,Columbus,OH,43228,25bedf36-1722-5d5a-83ff-af201ce55cf5,560-103396,-83.111628,40.004263
"4410 Roberts Road, LLC","4410 Roberts Road, LLC",,088853369,"3737 ZANE TRACE DR, COLUMBUS, OH 43228",,,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2017,Single Location,3737 Zane Trace Dr,Columbus,OH,43228,3737 Zane Trace Dr,Columbus,OH,43228,25bedf36-1722-5d5a-83ff-af201ce55cf5,560-103396,-83.111628,40.004263
Affordable Custom Flooring,Affordable Custom Flooring,,867252087,"4353 TULLER RD, DUBLIN, OH 43017",www.affordablecustomfloors.com,6143262300,449121,Floor Covering Retailers,57139901,Carpets,2,2007,Single Location,4353 Tuller Rd Ste H,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.106052,40.107306
Evol and DCI Joint Venture 3 Ltd,Evol and DCI Joint Venture 3 Ltd,,117016821,"4353 TULLER RD, DUBLIN, OH 43017",,6144196678,236116,New Multifamily Housing Construction (except For-Sale Builders),15220000,"Residential construction, nec",1,2019,Single Location,4353 Tuller Rd Ste H,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.106052,40.107306
"PM Power Products, LLC","PM Power Products, LLC",,117575193,"4353 TULLER RD, DUBLIN, OH 43017",www.pmpowerproducts.com,6146526509,334290,Other Communications Equipment Manufacturing,36690000,"Communications equipment, nec",7,2017,Single Location,4393 Tuller Rd Ste A,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.107464,40.107116
"Salient Systems, Inc.","Salient Systems, Inc.",,121985980,"4353 TULLER RD, DUBLIN, OH 43017",www.salientsys.com,6147925800,334413,Semiconductor and Related Device Manufacturing,36740207,Microprocessors,24,2004,Single Location,4393 Tuller Rd Ste K,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.107422,40.106586
"Solar-Tex, Inc.","Solar-Tex, Inc.",,147971394,"4353 TULLER RD, DUBLIN, OH 43017",www.solartexinc.com,6148886211,423220,Home Furnishing Merchant Wholesalers,50230300,Window furnishings,9,1985,Single Location,4333 Tuller Rd Ste C,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.105795,40.10654
"Evol, Ltd.","Evol, Ltd.",Affordable Cstm Flrg & Blinds,011763330,"4353 TULLER RD, DUBLIN, OH 43017",,6143262300,237310,"Highway, Street, and Bridge Construction",16119901,"General contractor, highway and street construction",2,2009,Single Location,4353 Tuller Rd Ste H,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.106052,40.107306
Chad E Simmons,Chad E Simmons,,070508322,"4353 TULLER RD, DUBLIN, OH 43017",,6145622001,621399,Offices of All Other Miscellaneous Health Practitioners,80490000,Offices of health practitioner,2,2014,Single Location,4353 Tuller Rd Ste K,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.105753,40.107187
Evol Ltd and DCI A JV,Evol Ltd and DCI A JV,,078820376,"4353 TULLER RD, DUBLIN, OH 43017",,6144196678,236220,Commercial and Institutional Building Construction,15420103,"Commercial and office buildings, renovation and repair",1,2013,Single Location,4353 Tuller Rd Ste H,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.106052,40.107306
"Presence Management, LLC","Presence Management, LLC",,020169358,"4353 TULLER RD, DUBLIN, OH 43017",www.presencemanagement.com,6146526500,517121,Telecommunications Resellers,48130101,Data telephone communications,7,2008,Single Location,4393 Tuller Rd Ste E,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.107339,40.106975
Uvclean LLC,Uvclean LLC,,089449876,"4353 TULLER RD, DUBLIN, OH 43017",www.uvcleanllc.com,,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2020,Single Location,4393 Tuller Rd Ste A,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.107464,40.107116
Caromed Orthopa Edics,Caromed Orthopa Edics,,097274127,"4353 TULLER RD, DUBLIN, OH 43017",,6147269219,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2017,Single Location,4333 Tuller Rd,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.105803,40.10654
Evol Ltd 2 and DCI Joint Venture,Evol Ltd 2 and DCI Joint Venture,,080431722,"4353 TULLER RD, DUBLIN, OH 43017",,6144196678,236220,Commercial and Institutional Building Construction,15410000,Industrial buildings and warehouses,1,2016,Single Location,4353 Tuller Rd Ste H,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.106052,40.107306
RPM Building LLC,RPM Building LLC,,098352018,"4353 TULLER RD, DUBLIN, OH 43017",,,238990,All Other Specialty Trade Contractors,17990000,"Special trade contractors, nec",1,2016,Single Location,4393 Tuller Rd Ste K,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.107422,40.106586
"Quality Products and Services, Inc.","Quality Products and Services, Inc.",,609054770,"4353 TULLER RD, DUBLIN, OH 43017",,6147617856,449121,Floor Covering Retailers,57130000,Floor covering stores,4,1986,Single Location,4353 Tuller Rd,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.106291,40.107205
"Good Bodies Personal Fitness Training, Inc.","Good Bodies Personal Fitness Training, Inc.",,877830729,"4353 TULLER RD, DUBLIN, OH 43017",www.goodbodiesfitness.com,6148892282,611620,Sports and Recreation Instruction,79991127,Physical fitness instruction,2,1994,Single Location,4353 Tuller Rd Ste K,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.105753,40.107187
Benco Dental Supply Co.,Benco Dental Supply Co.,Benco Dental,101689250,"4353 TULLER RD, DUBLIN, OH 43017",www.benco.com,,423450,"Medical, Dental, and Hospital Equipment and Supplies Merchant Wholesalers",50470200,Dental equipment and supplies,95,,Branch,4333 Tuller Rd Ste E,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.105782,40.106375
"Jk Fitness, Ltd.","Jk Fitness, Ltd.",,066847738,"4353 TULLER RD, DUBLIN, OH 43017",,,713940,Fitness and Recreational Sports Centers,79910000,Physical fitness facilities,2,2002,Single Location,4353 Tuller Rd,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.106291,40.107205
"Microman, Inc.","Microman, Inc.",Telephony & Data Solutions,181838327,"4353 TULLER RD, DUBLIN, OH 43017",www.microman.com,6149238000,541512,Computer Systems Design Services,73730000,Computer integrated systems design,42,1987,HQ,4393 Tuller Rd Ste A,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.107464,40.107116
Willow Health and Performance LLC,Willow Health and Performance LLC,,091140840,"4353 TULLER RD, DUBLIN, OH 43017",www.willowhp.com,9376429037,621999,All Other Miscellaneous Ambulatory Health Care Services,80990000,"Health and allied services, nec",2,2017,Single Location,4353 Tuller Rd Ste K,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.105753,40.107187
C Arrg Inc,C Arrg Inc,,041970675,"4353 TULLER RD, DUBLIN, OH 43017",,6145880343,621111,Offices of Physicians (except Mental Health Specialists),80310000,Offices and clinics of osteopathic physicians,4,2010,Single Location,4353 Tuller Rd,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.106291,40.107205
Jazzercise,Jazzercise,Jazzercise,081142210,"4353 TULLER RD, DUBLIN, OH 43017",www.jazzercise.com,6145268111,713940,Fitness and Recreational Sports Centers,79910301,Aerobic dance and exercise classes,2,2018,Single Location,4333 Tuller Rd Ste G,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.105814,40.106287
Golftec Columbus LLC,Golftec Columbus LLC,,084151709,"4353 TULLER RD, DUBLIN, OH 43017",,6143368044,711219,Other Spectator Sports,79990200,Golf services and professionals,7,,Branch,4353 Tuller Rd Ste E,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.106405,40.107199
"Dalmau Investments, Inc.","Dalmau Investments, Inc.",,087943953,"4353 TULLER RD, DUBLIN, OH 43017",,,523910,Miscellaneous Intermediation,67990000,"Investors, nec",2,2012,Single Location,4393 Tuller Rd Ste A,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.107464,40.107116
Simmons Rehab & Wellness,Simmons Rehab & Wellness,,065095434,"4353 TULLER RD, DUBLIN, OH 43017",www.simmonsrehab.com,6144871440,621999,All Other Miscellaneous Ambulatory Health Care Services,80990000,"Health and allied services, nec",2,2016,Single Location,4353 Tuller Rd Ste L,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.105782,40.107063
Youngs American Carpet,Youngs American Carpet,Young's American Carpet Co,040813008,"4353 TULLER RD, DUBLIN, OH 43017",,6145880467,423220,Home Furnishing Merchant Wholesalers,50230401,Carpets,4,1990,Single Location,4353 Tuller Rd Ste H,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.106052,40.107306
Interior Surfaces,Interior Surfaces,,081323876,"4353 TULLER RD, DUBLIN, OH 43017",www.interior-surfaces.com,6147617856,541410,Interior Design Services,73890602,Interior designer,10,2008,Single Location,4353 Tuller Rd Ste H,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.106052,40.107306
V Oip Solution,V Oip Solution,,029952250,"4353 TULLER RD, DUBLIN, OH 43017",,6148848400,449210,Electronics and Appliance Retailers,59990600,Telephone and communication equipment,2,2010,Single Location,4333 Tuller Rd Ste A,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.105914,40.106831
The DOT Net Factory LLC,The DOT Net Factory LLC,Empowerid,622994379,"4353 TULLER RD, DUBLIN, OH 43017",www.empowerid.com,6147920645,541511,Custom Computer Programming Services,73710301,Computer software development,80,2005,Single Location,4393 Tuller Rd Ste A,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.107464,40.107116
Third Evolution,Third Evolution,,085589229,"4353 TULLER RD, DUBLIN, OH 43017",,6145736190,541512,Computer Systems Design Services,73790200,Computer related consulting services,7,2002,Single Location,4393 Tuller Rd Ste A,Dublin,OH,43017,4353 Tuller Rd,Dublin,OH,43017,d6bc665a-4e04-5e17-9fa7-4cebdc7bdea6,273-009095,-83.107464,40.107116
Cap Associates Inc,Cap Associates Inc,,060401506,"454 MCCORMICK BLVD, COLUMBUS, OH 43213",www.capfixtures.com,6145770788,456199,All Other Health and Personal Care Retailers,59990903,Hearing aids,1,2016,Single Location,456 Mccormick Blvd,Columbus,OH,43213,454 Mccormick Blvd,Columbus,OH,43213,7ef867d8-4914-56f8-87ee-f4d0dc8c1eae,010-003774,-82.825979,39.991888
"Ruetty, Inc.","Ruetty, Inc.",,089660442,"3700 PARKWAY LN, HILLIARD, OH 43026",,,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2021,Single Location,3700 Parkway Ln Ste C,Hilliard,OH,43026,3700 Parkway Ln,Hilliard,OH,43026,a354ad6f-40ff-5a7a-9242-2adc645ddc5e,050-002875,-83.124234,40.029911
Janone Inc.,Janone Inc.,A R C A Ohio,027583801,"3700 PARKWAY LN, HILLIARD, OH 43026",www.janone.com,,449210,Electronics and Appliance Retailers,57220000,Household appliance stores,40,,Branch,3700 Parkway Ln Ste D&G,Hilliard,OH,43026,3700 Parkway Ln,Hilliard,OH,43026,a354ad6f-40ff-5a7a-9242-2adc645ddc5e,050-002875,-83.124234,40.029911
Strategic Contract Solutions,Strategic Contract Solutions,,019153036,"3700 PARKWAY LN, HILLIARD, OH 43026",www.strategiccontractsolutions.com,9162954207,541611,Administrative Management and General Management Consulting Services,87420000,Management consulting services,6,2014,Single Location,3700 Parkway Ln Ste G,Hilliard,OH,43026,3700 Parkway Ln,Hilliard,OH,43026,a354ad6f-40ff-5a7a-9242-2adc645ddc5e,050-002875,-83.124234,40.029911
All Star Sports,All Star Sports,,155518421,"3700 PARKWAY LN, HILLIARD, OH 43026",www.allstarsportsllc.com,,711211,Sports Teams and Clubs,79410101,"Baseball club, professional and semi-professional",2,2004,Single Location,3700 Parkway Ln,Hilliard,OH,43026,3700 Parkway Ln,Hilliard,OH,43026,a354ad6f-40ff-5a7a-9242-2adc645ddc5e,050-002875,-83.124813,40.02889
"Advanced Turf Solutions, Inc.","Advanced Turf Solutions, Inc.",,129862590,"3700 PARKWAY LN, HILLIARD, OH 43026",www.advancedturf.com,,424910,Farm Supplies Merchant Wholesalers,51910102,Fertilizer and fertilizer materials,1,,Branch,3700 Parkway Ln Ste C,Hilliard,OH,43026,3700 Parkway Ln,Hilliard,OH,43026,a354ad6f-40ff-5a7a-9242-2adc645ddc5e,050-002875,-83.124234,40.029911
"AVI Food Systems, Inc.","AVI Food Systems, Inc.",,130116053,"3700 PARKWAY LN, HILLIARD, OH 43026",www.avifoodsystems.com,,445132,Vending Machine Operators,59620000,Merchandising machine operators,11,,Branch,3700 Parkway Ln Ste S-P,Hilliard,OH,43026,3700 Parkway Ln,Hilliard,OH,43026,a354ad6f-40ff-5a7a-9242-2adc645ddc5e,050-002875,-83.124234,40.029911
Janone Inc.,Janone Inc.,Appliancemart,556212512,"3700 PARKWAY LN, HILLIARD, OH 43026",www.janone.com,,423830,Industrial Machinery and Equipment Merchant Wholesalers,50849914,Recycling machinery and equipment,10,,Branch,3700 Parkway Ln Ste G,Hilliard,OH,43026,3700 Parkway Ln,Hilliard,OH,43026,a354ad6f-40ff-5a7a-9242-2adc645ddc5e,050-002875,-83.124234,40.029911
Fair Play Mondio,Fair Play Mondio,,087928675,"3700 PARKWAY LN, HILLIARD, OH 43026",www.usmondioring.org,,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2017,Single Location,3700 Parkway Ln Ste A,Hilliard,OH,43026,3700 Parkway Ln,Hilliard,OH,43026,a354ad6f-40ff-5a7a-9242-2adc645ddc5e,050-002875,-83.124234,40.029911
"Appliancesmart, Inc.","Appliancesmart, Inc.",,079605819,"3700 PARKWAY LN, HILLIARD, OH 43026",www.appliancesmart.com,,423830,Industrial Machinery and Equipment Merchant Wholesalers,50849914,Recycling machinery and equipment,2,2011,Single Location,3700 Parkway Ln Ste G,Hilliard,OH,43026,3700 Parkway Ln,Hilliard,OH,43026,a354ad6f-40ff-5a7a-9242-2adc645ddc5e,050-002875,-83.124234,40.029911
Scs Logistics,Scs Logistics,,080601915,"3700 PARKWAY LN, HILLIARD, OH 43026",www.scslogisticspro.com,9162954207,488510,Freight Transportation Arrangement,47310104,Truck transportation brokers,30,2016,Single Location,3700 Parkway Ln Ste G,Hilliard,OH,43026,3700 Parkway Ln,Hilliard,OH,43026,a354ad6f-40ff-5a7a-9242-2adc645ddc5e,050-002875,-83.124234,40.029911
Silver Pinetree LLC,Silver Pinetree LLC,,057413290,"3700 PARKWAY LN, HILLIARD, OH 43026",,6149068621,999990,Unclassified Establishments,99992222,"Duns Support Record, nonclassifiable establishment",7,2018,Single Location,3700 Parkway Ln Apt M1,Hilliard,OH,43026,3700 Parkway Ln,Hilliard,OH,43026,a354ad6f-40ff-5a7a-9242-2adc645ddc5e,050-002875,-83.124234,40.029911
"K.A. Iven, Inc.","K.A. Iven, Inc.",Fabric Farms Interiors,160114385,"3700 PARKWAY LN, HILLIARD, OH 43026",www.fabricfarms.com,6147719900,459130,"Sewing, Needlework, and Piece Goods Retailers",59490100,Fabric stores piece goods,10,1997,Single Location,3700 Parkway Ln Ste C,Hilliard,OH,43026,3700 Parkway Ln,Hilliard,OH,43026,a354ad6f-40ff-5a7a-9242-2adc645ddc5e,050-002875,-83.124234,40.029911
WA Butler Co,WA Butler Co,,041819198,"2197 DIVIDEND DR, COLUMBUS, OH 43228",,,423850,Service Establishment Equipment and Supplies Merchant Wholesalers,50870000,Service establishment equipment,2,2010,Single Location,2201 Dividend Dr,Columbus,OH,43228,2197 Dividend Dr,Columbus,OH,43228,2ecdf54c-d8aa-52d9-9e70-926ffee8f0ce,560-122524,-83.121513,39.99871
Honeywell,Honeywell,Honeywell,063984143,"2197 DIVIDEND DR, COLUMBUS, OH 43228",www.honeywell.com,,336412,Aircraft Engine and Engine Parts Manufacturing,37240000,Aircraft engines and engine parts,3,2011,Single Location,2199 Dividend Dr,Columbus,OH,43228,2197 Dividend Dr,Columbus,OH,43228,2ecdf54c-d8aa-52d9-9e70-926ffee8f0ce,560-122524,-83.121513,39.99871
Baseball Rampage,Baseball Rampage,,068665469,"2197 DIVIDEND DR, COLUMBUS, OH 43228",www.baseballrampage.com,,459110,Sporting Goods Retailers,59410000,Sporting goods and bicycle shops,2,2018,Single Location,2199 Dividend Dr,Columbus,OH,43228,2197 Dividend Dr,Columbus,OH,43228,2ecdf54c-d8aa-52d9-9e70-926ffee8f0ce,560-122524,-83.121513,39.99871
"Excellent Pictures & Words, Incorporated","Excellent Pictures & Words, Incorporated",,135375264,"2197 DIVIDEND DR, COLUMBUS, OH 43228",,6145299006,424920,"Book, Periodical, and Newspaper Merchant Wholesalers",51929902,Magazines,10,1996,Single Location,2197 Dividend Dr,Columbus,OH,43228,2197 Dividend Dr,Columbus,OH,43228,2ecdf54c-d8aa-52d9-9e70-926ffee8f0ce,560-122524,-83.121658,39.998589
Domestic Casting Company LLC,Domestic Casting Company LLC,,138604827,"620 LIBERTY RD, DELAWARE, OH 43015",www.domesticcasting.com,7175326615,331511,Iron Foundries,33219903,"Gray iron castings, nec",104,2003,Single Location,620 Liberty Rd,Delaware,OH,43015,620 Liberty Rd,Delaware,OH,43015,817be215-2f06-5f9c-bbff-ab87a4a7ba4f,419-210-01-016-000,-83.080442,40.283642
The Liberty Technology Company LLC,The Liberty Technology Company LLC,,040899560,"620 LIBERTY RD, DELAWARE, OH 43015",,7403631941,561110,Office Administrative Services,87410000,Management services,29,2014,Single Location,620 Liberty Rd,Delaware,OH,43015,620 Liberty Rd,Delaware,OH,43015,817be215-2f06-5f9c-bbff-ab87a4a7ba4f,419-210-01-016-000,-83.080442,40.283642
Liberty Casting Company LLC,Liberty Casting Company LLC,,117040109,"620 LIBERTY RD, DELAWARE, OH 43015",www.libertycasting.com,7403631941,999990,Unclassified Establishments,99998999,Street address for general mailing purposes,26,,Branch,620 Liberty Rd,Delaware,OH,43015,620 Liberty Rd,Delaware,OH,43015,817be215-2f06-5f9c-bbff-ab87a4a7ba4f,419-210-01-016-000,-83.080442,40.283642
Inkline Printing LLC,Inkline Printing LLC,,117745368,"460 SCHROCK RD, COLUMBUS, OH 43229",www.inklineprinting.com,6143217774,314999,All Other Miscellaneous Textile Product Mills,23960402,Screen printing on fabric articles,4,2020,Single Location,470 Schrock Rd Ste A,Columbus,OH,43229,460 Schrock Rd,Columbus,OH,43229,abbdab66-a943-59a1-ad94-e7d53fa764af,100-003923,-83.002243,40.102814
American Logistical Services &,American Logistical Services &,,020465916,"460 SCHROCK RD, COLUMBUS, OH 43229",,,488999,All Other Support Activities for Transportation,47890000,"Transportation services, nec",2,2019,Single Location,470 Schrock Rd Ste C,Columbus,OH,43229,460 Schrock Rd,Columbus,OH,43229,abbdab66-a943-59a1-ad94-e7d53fa764af,100-003923,-83.002243,40.102814
First Choice Communication,First Choice Communication,,021762229,"460 SCHROCK RD, COLUMBUS, OH 43229",www.firstchoicecommunications.net,6148881700,459120,"Hobby, Toy, and Game Retailers",59450000,"Hobby, toy, and game shops",4,2001,Single Location,470 Schrock Rd Ste K,Columbus,OH,43229,460 Schrock Rd,Columbus,OH,43229,abbdab66-a943-59a1-ad94-e7d53fa764af,100-003923,-83.002243,40.102814
"Leo Meyers, Inc.","Leo Meyers, Inc.",Leo Meyers Uniforms,101622702,"460 SCHROCK RD, COLUMBUS, OH 43229",www.leomeyers.com,6147925772,458110,Clothing and Clothing Accessories Retailers,56990102,Uniforms,7,1983,Single Location,460 Schrock Rd Ste A,Columbus,OH,43229,460 Schrock Rd,Columbus,OH,43229,abbdab66-a943-59a1-ad94-e7d53fa764af,100-003923,-83.002258,40.101594
"American Moving & Storage of Ohio, Inc.","American Moving & Storage of Ohio, Inc.",,168189657,"460 SCHROCK RD, COLUMBUS, OH 43229",,6144368080,484210,Used Household and Office Goods Moving,42120400,Moving services,8,2000,Single Location,470 Schrock Rd Ste C,Columbus,OH,43229,460 Schrock Rd,Columbus,OH,43229,abbdab66-a943-59a1-ad94-e7d53fa764af,100-003923,-83.002243,40.102814
First Class Roofing and Gutters LLC,First Class Roofing and Gutters LLC,,083093085,"460 SCHROCK RD, COLUMBUS, OH 43229",,,238390,Other Building Finishing Contractors,17610101,Gutter and downspout contractor,1,2008,Single Location,470 Schrock Rd Ste B,Columbus,OH,43229,460 Schrock Rd,Columbus,OH,43229,abbdab66-a943-59a1-ad94-e7d53fa764af,100-003923,-83.002243,40.102814
